id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
189;Centros de salud en villa del parque;Cesac n° 34: colocación de membrana nueva en azotea;Finalizada;Salud;Ministerio de salud;Se realizó la colocación de una nueva membrana.;834229.0;11;Villa del parque;Artigas, jose gervasio, gral. 2262;-34,60653561;-58,47814769;2017-06-07;2017-06-12;0;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_membranazoteacesac34_foto01.png;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_membranazoteacesac34_foto02.png;N/A;N/A;Sehos s.a.;2015;Ad. mantenimiento;72/2015;30649820704;N/A;3;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/centros-de-salud-en-villa-del-parque;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113123;N/A;N/A;N/A
190;Hospital ílvarez;Hospital alvarez - proyecto, montaje y normalización de instalación interna pabellones i, v, xv, xvi;Finalizada;Salud;Ministerio de salud;La obra consistió en el montaje y normalización de instalaciones internas de los pabellones i, v, xv., xvi;3881756.0;7;Flores;Aranguren, juan f., dr. 2701;-34,62429216;-58,46942184;2016-12-05;2017-03-02;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud/alvarez_gas_foto1.jpg;N/A;N/A;N/A;Cooperativa de trabajo evita limitada;2015;N/A;N/A;30714559474;N/A;9;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-alvarez;N/A;N/A;N/A;N/A
191;Hospital borda;Hospital borda - relocalización servicio bulimia y anorexia del pabellón central;Finalizada;Salud;Ministerio de salud;La obra comprendió la remodelación integral de un sector del pabellón central del hospital, ubicado en la planta baja del ala 4b para dar respuesta a los requerimientos planteados por el hospital. el sector destinado al servicio de bulimia y anorexia, fue sujeto a remodelación integral y cuenta con un total de 798 m2 cubiertos y 29 m2 descubiertos, se encuentra desarrollado en una planta.;8108578.0;4;Barracas;Carrillo, ramon, dr. 375;-34,63653701;-58,38187854;2014-06-16;2017-10-01;40;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_bordabulimiayanorexia_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_bordabulimiayanorexia_foto02.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_bordabulimiayanorexia_foto03.jpg;N/A;Sunil s.a.;2014;Licitación pública;166/2014;30516354247;N/A;18;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-borda;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113347;N/A;N/A;N/A
192;Hospital marie curie;Hospital marie curie - construcción de una nueva morgue;Finalizada;Salud;Ministerio de salud;La obra consistió en la construcción de una nueva morgue en el hospital municipal de oncologí­a marie curie. la prestación comprendió el suministro de la totalidad de los materiales, mano de obra, herramientas, desplazamiento de objetos y/o equipos o maquinarias y todos los elementos necesarios para realizar la tarea encomendada necesaria para la ejecución de la obra.;5394334.0;6;Caballito;Patricias argentinas av. 150;-34,60708469;-58,43287863;2017-09-15;2017-02-09;7;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_curiemorgue_foto01.jpg;N/A;N/A;N/A;Dalkia argentina sociedad anonima - constructora lanusse s.a. uniín transitoria de empresas;2014;Ad. mantenimiento;71/2014;30711831874;N/A;6;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-marie-curie;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113103;N/A;N/A;N/A
193;Hospital marie curie;Hospital marie curie - proyecto, construcción, montaje, normalización, habilitación y puesta en marcha de ramal y servicio de gas - parte i;Finalizada;Salud;Ministerio de salud;La obra consistió en la construcción, montaje, normalización, habilitación y puesta en marcha de ramal y servicio de gas- parte 1.;3046562.0;6;Caballito;Patricias argentinas av. 150;-34,60708469;-58,43287863;2016-09-21;2017-01-19;4;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_curiegas_foto01.jpeg;N/A;N/A;N/A;Cooperativa de trabajo evita limitada;2016;Decreto n° 433/16;1295/2016;30714559474;N/A;8;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-marie-curie;N/A;N/A;N/A;N/A
194;Hospital durand;Hospital durand - proyecto, montaje y normalización de instalación interna edificios vi y xi;Finalizada;Salud;Ministerio de salud;La obra consistió en la construcción, montaje, normalización y puesta en marcha de ramal y servicio de gas- parte 1.;2888560.0;6;Caballito;Diaz velez av. 5044;-34,60887154;-58,43788838;2016-11-24;2016-12-26;1;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_durandcaldera_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_durandgas_foto01.jpg;N/A;N/A;Cooperativa de trabajo la unica ltda.;0;N/A;N/A;30712452354;N/A;6;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-durand;N/A;N/A;N/A;N/A
195;Centros de salud en almagro;Cesac nº 38: refuncionalización 3° piso, sector administrativo;Finalizada;Salud;Ministerio de salud;Se realizó la provisión y ejecución de todos los trabajos necesarios para la refuncionalización integral del área administrativa ubicada en el 3° piso, sector frente del edificio de medrano 350 de la ciudad autónoma de buenos aires, respondiendo al programa elevado oportunamente por los responsables del área a cargo de las nuevas oficinas.;7489486.0;5;Almagro;Medrano av. 350;-34,60661132;-58,4214274;2016-11-07;2017-02-04;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_medrano350_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_medrano350_foto02.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_medrano350_foto03.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_medrano350_foto04.jpg;Juan pablo boyatjian;0;N/A;N/A;30667662415;N/A;8;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/centros-de-salud-en-almagro;N/A;N/A;N/A;N/A
196;Hospital moyano;Hospital moyano - reparación de terraza y tanque de agua en clí­nica médica;Finalizada;Salud;Ministerio de salud;La obra consistió en la impermeabilización de la cubierta del pabellón de clí­nica médica, la cual presentaba la membrana asfáltica muy dañada y en varios sectores levantada o con faltantes teniendo filtraciones a los servicios inferiores, además, de los revoques flojos en todo el perí­metro del muro de la terraza. es por esto que se procedió a la reparación e impermeabilización del tanque de agua sobre la terraza de bajadas a los servicios con perforaciones en la losa, lo cual facilita las filtraciones.;2279344.0;4;Barracas;Brandsen 2570;-34,63907981;-58,38432484;2016-10-03;2017-03-03;5;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_moyanoterraza_foto01.jpg;N/A;N/A;N/A;Ses sa;2014;Licitación pública;90/2014;30647727545;N/A;9;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-moyano;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113131;N/A;N/A;N/A
197;Hospital moyano;Hospital moyano - cambio de bomba de agua y adecuación de sala en tanque torre;Finalizada;Salud;Ministerio de salud;La obra consistió en el cambio de las bombas principales de agua que alimentan el tanque torre, el cual abastece a todo el hospital, además de una puesta a cero de las bombas auxiliares existentes. se propuso un reacondicionamiento de toda la sala de máquinas tanto en lo civil y eléctrico, ya que las instalaciones estaban con conexiones precarias y con malas terminaciones.;2933662.0;4;Barracas;Brandsen 2570;-34,63907981;-58,38432484;2016-10-03;2017-02-24;4;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_moyanocambiobombadeagua_foto1.jpg;N/A;N/A;N/A;Ses sa;2014;Licitación pública;90/2014;30647727545;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-moyano;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113131;N/A;N/A;N/A
198;Hospital muñiz;Hospital muñiz - remodelación sala 32 de pediatrí­a;Finalizada;Salud;Ministerio de salud;La obra consistió en la remodelación integral de la sala 32 dando respuesta por un lado, a la necesidad de incorporar sanitarios para sectorizar a los pacientes y por otro, al requerimiento de reactivación del pabellón que se encuentra catalogado como edificio con í¢ââprotección cautelar dentro de los lineamientos del patrimonio cultural. el proyecto contó con 418 m2 cubiertos destinados al servicio de internación incluyendo 2 habitaciones aisladas individuales con baño privado y áreas de apoyo médico, de los cuales 262 m2 se desarrollan en planta baja, 71 m2 en un primer piso. también se complementó con un sector destinado a sala de máquinas y tableros, ubicada en primer piso con una superficie de 85 m2 y superficie descubierta de 230 m2. la sala 32 se encuentra resuelta funcionalmente en dos sectores, uno de ellos comprende el acceso al pabellón con los servicios de apoyo de enfermerí­a y médico y el otro corresponde a la internación propiamente dicha.;22616453.0;4;Parque patricios;Uspallata 2272;-34,63721751;-58,39299957;2016-11-26;2017-10-02;11;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_mu%c3%b1izsala32_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_mu%c3%b1izsala32_foto02.jpg;N/A;N/A;Henisa sudamericana s.a.;2014;Licitación pública;442/2014;33668217759;N/A;17;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-muniz;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=114258;N/A;N/A;N/A
199;Hospital muñiz;Hospital muñiz - construcción muro perimetral en la ochava de las avenidas vélez sarsfield y amancio alcorta etapa iv;Finalizada;Salud;Ministerio de salud;La obra consistió en la demolición de los muros existentes y la ejecución nuevo muro. se llevó a cabo el movimiento de suelo de excavación y luego de ejecutado el muro se realizó el movimiento de suelo de relleno. además, se realizó la instalación pluvial.;4131009.0;4;Parque patricios;Uspallata 2272;-34,63721751;-58,39299957;2016-10-24;2017-04-30;6;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_mu%c3%b1izmuro_foto1.jpg;N/A;N/A;N/A;Indaltec s.a.;2014;Ad. mantenimiento;73/2014;30650988600;N/A;11;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-muniz;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113126;N/A;N/A;N/A
201;Hospital udaondo;Hospital udaondo - mejoras en el acceso a personas con movilidad reducida en pabellón a;Finalizada;Salud;Ministerio de salud;La obra consistió en dotar al acceso principal del pabellón a de un ascensor para discapacitados que cumpla el objetivo de elevar a aquellas personas desde el nivel de la vereda exterior del pabellón al mismo nivel del hall principal, desnivel que ronda los 0.75m. para ello se elevó el nivel del porch, eliminando los escalones interiores y construyendo una dársena en el exterior para la llegada de dicho ascensor. asimismo, por el avance de dicha dársena se ha realizado la ampliación de dicho espacio, avanzando sobre el sector parquizado y modificando la escalinata principal sobre lí­nea de frente, eliminando el descanso y respetando la forma original.;3723201.0;4;Parque patricios;Caseros av. 2061;-34,63434588;-58,39136092;2016-09-15;2017-01-31;4;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_refuncionalizacionpabellona_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_udaondo_accesopersonasconmovilidadreducida_foto01.jpg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_udaondo_accesopersonasconmovilidadreducida_foto02.jpg;N/A;Indaltec s.a.;2014;Ad. mantenimiento;86/2014;30650988600;N/A;9;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-udaondo;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=113130;N/A;N/A;N/A
202;Hospital gutiérrez;Hospital gutiérrez - proyecto, aprobación, normalización y habilitación de instalación de gas - pabellones d y f;Finalizada;Salud;Ministerio de salud;"La obra consistió en la normalización de todas las instalaciones de gas afectadas al medidor de la calle paraguay; y la calefacción y agua caliente del pabellón d, dado que se veí­an comprometidos los sectores de internación y laboratorio ubicados en el mismo.";5000000.0;2;Recoleta;Gallo 1330;-34,59452279;-58,41073191;2017-02-15;2017-07-31;5;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_gutierrezgas_foto01.jpeg;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_gutierrezgas_foto02.jpeg;N/A;N/A;Cooperativa de trabajo evita limitada;2014;N/A;N/A;30714559474;N/A;7;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-gutierrez;N/A;N/A;N/A;N/A
203;Hospital pirovano;Hospital pirovano - tareas de demolición de chimenea;Finalizada;Salud;Ministerio de salud;La obra consistió en la demolición de la chimenea, dado que habí­a empeorado el estado estructural de la misma en el sector donde se realizaba la incineración de los residuos. dicho sector era muy próximo a la sala de internación de hombres de la división otorrinolaringologí­a.;2000000.0;12;Coghlan;Monroe av. 3555;-34,56510578;-58,47098644;2017-02-15;2017-02-22;0;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_pirovanodemolicionchimenea_foto01.jpg;N/A;N/A;N/A;Mejoramiento hospitalario s.a.;2017;Decreto n° 433/16;849/2017;30707962654;N/A;7;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-pirovano;N/A;N/A;N/A;N/A
220;Barrio rivera iguazú;Barrio rivera iguazú: manzana 6 - construcción de 64 viviendas;Finalizada;Vivienda;Instituto de la vivienda;Iguazú n° 1835, barrio ribera iguazú. 192 viviendas, obras exteriores y pavimentos. barrio nueva pompeya. convenio cuenca riachuelo matanza;58590234.0;4;Nueva pompeya;Iguazu 1835;-34,6582008;-58,40183877;2016-12-12;2019-03-31;27;100.0;Https://cdn2.buenosaires.gob.ar/baobras/ivc5/1334_1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/ivc5/1334_2.jpg;N/A;N/A;Cunumi s.a;2014;Licitación pública;Lp 29/14;30615748036;256;120;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-rivera-iguazu;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=122000;N/A;N/A;N/A
221;Barrio rivera iguazú;Barrio rivera iguazú: ribera iguazú;Finalizada;Hidráulica e infraestructura;Instituto de la vivienda;Se llevó a cabo la ejecución de la infraestructura correspondiente al barrio rivera iguazú;48880000.0;4;Nueva pompeya;Iguazu 1835;-34,6582008;-58,40183877;2018-02-01;2018-10-29;8;100.0;Https://cdn2.buenosaires.gob.ar/baobras/ivc5/1335.jpg;N/A;N/A;N/A;Miavasa s.a;2014;Licitación pública;Lp 07/15 ;30677303863;1088;60;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-rivera-iguazu;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=123239;N/A;N/A;N/A
222;Barrio rivera iguazú;Barrio rivera iguazú: construcción de 128 viviendas;Finalizada;Vivienda;Instituto de la vivienda;Se llevó a cabo la ejecución de los trabajos necesarios para la finalización de 128 viviendas del complejo sito en la calle iguazú 1835 de la ciudad autónoma de buenos aires;123693088.0;4;Nueva pompeya;Iguazu 1835;-34,6582008;-58,40183877;2017-01-01;2018-10-29;21;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1336.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/1336-2.jpg;N/A;N/A;Vivian hnos s.a.c.i.f.i.;2014;Licitación pública;Lp 06/14;30504418649;512;85;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-rivera-iguazu;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=116308;N/A;N/A;N/A
223;Barrio rodrigo bueno;Barrio rodrigo bueno: movimiento de suelo en preparación a las tareas de desarrollo;Finalizada;Hidráulica e infraestructura;Instituto de la vivienda;Movimiento de suelo en el barrio rodrigo bueno;38000000.0;4;La boca;España av. 1800;-34,61865809;-58,35582416;2017-04-10;2018-01-08;9;100.0;Https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_rodrigobueno_lurovialmovimientodesuelo_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_rodrigobueno_lurovialmovimientodesuelo_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_rodrigobueno_lurovialmovimientodesuelo_foto3.jpg;N/A;Lurovial s.a;2017;Licitación pública;36--ivc-2017;30711831955;0;50;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/barrio-rodrigo-bueno;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=133181;15169373--ivc-2017;N/A;N/A
224;Hospital alvarez;Hospital alvarez - proyecto, construcción y montaje de red de media presión y sub estaciones 6, 7 y 8 - gas;Finalizada;Salud;Ministerio de salud;La obra consistió en la construcción, montaje de red de media presión y subestaciones 6, 7 y 8 de gas;7048897.0;7;Flores;Aranguren, juan f., dr. 2701;-34,62429216;-58,46942184;2016-10-21;2017-01-19;3;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud4/salud_alvarezgasmediapresion_foto1.jpg;N/A;N/A;N/A;Cooperativa de trabajo la unica ltda.;0;N/A;N/A;30712452354;N/A;12;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-alvarez;N/A;N/A;N/A;N/A
225;Hospital alvarez;Hospital alvarez - instalación de sistema de climatización de aire -departamento materno infantil;Finalizada;Salud;Ministerio de salud;La obra comprendió la ejecución de todos los trabajos necesarios para dotar al servicio de internación obstetricia del hospital general de agudos dr. teodoro ílvarez de un sistema de aire acondicionado central frí­o- calor por bomba, con filtrado y emisores de radiación uvc. ;2368032.0;7;Flores;Aranguren, juan f., dr. 2701;-34,62429216;-58,46942184;2016-11-17;2017-01-16;2;100.0;Https://cdn2.buenosaires.gob.ar/baobras/salud/alvear_instalaciones%20termomecanicas%20pabellon%201_foto1.jpg;N/A;N/A;N/A;Ecohm s.r.l.;2016;Decreto n° 433/16;2987/2016;30712548114;N/A;6;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/hospital-alvarez;N/A;N/A;N/A;N/A
